RowID,row_info,Date,party,Location,speaker,speaker_info,Question,topic,discourse_with_names,text
686,282,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,12.0,Sen. Harris dramatically confronts Biden on his civil rights record,harris is that i agree,is that i agree
62,62,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt your time is up,your time is up
911,507,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,20.0,Candidates on gun control,todd lester holt has our next question lester take it away,lester holt has our next question lester take it away
198,198,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14.0,Guns,todd we believe we have the technical difficulties fixed,we believe we have the technical difficulties fixed
590,186,6/27/2019,Democrat,"Miami, Florida",HICKENLOOPER,Candidate,8.0,Candidates on how they would address undocumented immigrants,hickenlooper certainly the images weve seen this week just compound the emotional impact that the world is judging us by if you had ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents put them in cages actually put them up for adoptionin colorado we call that kidnapping ii would have called you i would have told you it was unbelievable and the first thing we have to do is recognize the humanitarian crisis on the border for what it is and make sure there are the sufficient facilfacilities in place so that women and children are not separated from their families the children are with their families we have to make sure thatthat ice is completely reformed and they begin looking at their job in a humanitarian way where they are addressing the whole needs of the people that they are engaged with along the border and we have to make sure ultimately that we provide not just shelter but food clothing and access to medical care,certainly the images weve seen this week just compound the emotional impact that the world is judging us by if you had ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents put them in cages actually put them up for adoptionin colorado we call that kidnapping ii would have called you i would have told you it was unbelievable and the first thing we have to do is recognize the humanitarian crisis on the border for what it is and make sure there are the sufficient facilfacilities in place so that women and children are not separated from their families the children are with their families we have to make sure thatthat ice is completely reformed and they begin looking at their job in a humanitarian way where they are addressing the whole needs of the people that they are engaged with along the border and we have to make sure ultimately that we provide not just shelter but food clothing and access to medical care
924,520,6/27/2019,Democrat,"Miami, Florida",HICKENLOOPER,Candidate,21.0,Candidates on the first relationship they would reset as president,hickenlooper all of the challenges of the globe weve got to have relationships with everyone,all of the challenges of the globe weve got to have relationships with everyone
826,422,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18.0,Marianne Williamson invokes John F. Kennedy,todd thank you ms williamson,thank you ms williamson
415,11,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,,Opening statements,guthrie senatorsenator bennet were going to get to everybody,senatorsenator bennet were going to get to everybody
917,513,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,21.0,Candidates on the first relationship they would reset as president,todd thank you senator bennet this is the perfect time for me to do another one of inaudible the line and this is what this question is which is you are going to have to reyou are likely going to have to reset a relationship between america andand another country or entity if you become president because ofperhaps because of some relationship that you just mentioned about president trump what is the first relationship you would like to reset as president im going down the line and i will start with ms williamson,thank you senator bennet this is the perfect time for me to do another one of inaudible the line and this is what this question is which is you are going to have to reyou are likely going to have to reset a relationship between america andand another country or entity if you become president because ofperhaps because of some relationship that you just mentioned about president trump what is the first relationship you would like to reset as president im going down the line and i will start with ms williamson
765,361,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,15.0,Candidates on abortion rights,maddow thank you,thank you
332,332,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,21.0,Biggest Geopolitical Threat,klobuchar two threats economic threat china but our major threat right now is whats going in the mideast with iran if we dont get,two threats economic threat china but our major threat right now is whats going in the mideast with iran if we dont get
142,142,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro thats actually not true im talking about millions of folks a lot of folks that are coming are not seeking asylum a lot of them are undocumented immigrants right and you said recently that the reason you didnt want to repeal section was because you were concerned about human trafficking and drug trafficking but let me tell you what section title of the us code title and title already cover human trafficking,thats actually not true im talking about millions of folks a lot of folks that are coming are not seeking asylum a lot of them are undocumented immigrants right and you said recently that the reason you didnt want to repeal section was because you were concerned about human trafficking and drug trafficking but let me tell you what section title of the us code title and title already cover human trafficking
23,23,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,3.0,Top tax rate,orourke i would support a tax rate and a tax code that is fair to everyone tax capital at the same right,i would support a tax rate and a tax code that is fair to everyone tax capital at the same right
661,257,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,10.0,Chuck Todd and Rachel Maddow take over without major technical difficulties,todd no,no
408,4,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,,Opening statements,holt and because of the large field of candidates not every person is going to be able to weigh in on every topic but over the course of the next two hours we will hear from everyone,and because of the large field of candidates not every person is going to be able to weigh in on every topic but over the course of the next two hours we will hear from everyone
480,76,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders as part of joes generation,as part of joes generation
489,85,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",harris we forgive crosstalk,we forgive crosstalk
25,25,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,3.0,Top tax rate,orourke that you you tax ordinary income take that corporate tax rate up to percent you would generate the revenues,that you you tax ordinary income take that corporate tax rate up to percent you would generate the revenues
909,505,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,20.0,Candidates on gun control,todd all right,all right
631,227,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,8.0,Candidates on how they would address undocumented immigrants,harris and not be afraid that if they do that,and not be afraid that if they do that
404,404,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,23.0,Closing Statements,holt we certainly hope you will join us then but for now that concludes our coverage of this first democratic debate from miami for savannah jose chuck and rachel im lester holt have a good night everyone,we certainly hope you will join us then but for now that concludes our coverage of this first democratic debate from miami for savannah jose chuck and rachel im lester holt have a good night everyone
868,464,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20.0,Candidates on gun control,maddow welcome back to the democratic candidates debate in miami we are going to continue the questioning now with lester in the audience we arent we are in a second going to have a question from lester in the audience that was just a fake out,welcome back to the democratic candidates debate in miami we are going to continue the questioning now with lester in the audience we arent we are in a second going to have a question from lester in the audience that was just a fake out
363,363,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,22.0,Impeachment,todd ive got to sneak in we blew through a break which was good news to give you more time so i got to sneak one in now more of this debate its picking up here it continues right after this,ive got to sneak in we blew through a break which was good news to give you more time so i got to sneak one in now more of this debate its picking up here it continues right after this
297,297,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,20.0,Foreign Policy,de blasio but what about the war powers act,blasio but what about the war powers act
374,374,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,23.0,Closing Statements,holt thank you,thank you
178,178,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,13.0,Iran Nuclear Deal,guthrie we will have much more mayor de blasio well have more the commercial is coming when well continue our questioning next with chuck todd rachel maddow stick around well have a lot more with some very anxious candidates just ahead,we will have much more mayor de blasio well have more the commercial is coming when well continue our questioning next with chuck todd rachel maddow stick around well have a lot more with some very anxious candidates just ahead
577,173,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7.0,Candidates weigh in on healthcare,biden yes you cannot letas the mayor said you cannot let people who are sick no matter where they come from no matter what their status go uncovered you cant do that its just going to be taking care of period you have to its the humane thing to do but heres the deal the deal is that hes right about three things number one they in fact contribute to the wellbeing of the country but they alsofor example theyve increased the lifespan of social security because theyrethey have a job theyre paying the social security tax thats what theyre doing its increase the lifespan they would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until there in extremis the other thing is folks look we can deal with these insurance companies we can deal with insurance companies by number one putting insurance executives in jail for their misleadingtheir misleading advertising what theyre doing on opioids what theyre doing paying doctors to prescribe we shouldwe could be doing this by making sure everyone who is on medicarethat the government should be able to negotiate the price for whatwhatever the drug costs are we can do this by making sure that were in a position that we in fact allow peopleyou mean times up,yes you cannot letas the mayor said you cannot let people who are sick no matter where they come from no matter what their status go uncovered you cant do that its just going to be taking care of period you have to its the humane thing to do but heres the deal the deal is that hes right about three things number one they in fact contribute to the wellbeing of the country but they alsofor example theyve increased the lifespan of social security because theyrethey have a job theyre paying the social security tax thats what theyre doing its increase the lifespan they would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until there in extremis the other thing is folks look we can deal with these insurance companies we can deal with insurance companies by number one putting insurance executives in jail for their misleadingtheir misleading advertising what theyre doing on opioids what theyre doing paying doctors to prescribe we shouldwe could be doing this by making sure everyone who is on medicarethat the government should be able to negotiate the price for whatwhatever the drug costs are we can do this by making sure that were in a position that we in fact allow peopleyou mean times up
395,395,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,23.0,Closing Statements,diazbalart speaking in spanish,speaking in spanish
200,200,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,14.0,Guns,todd never say never but we will march forward here and i will lean forward here a little bit senator warren were going to get to the gun question here in parkland florida its just north of here in broward county as you know it has created a lot of teenage activism on the gun issue it has inspired a lot of you to come out with more robust plans to deal with guns including assault weapons ban but even if youre able to implement that what do you do about the hundreds of millions of guns already out there and does the federal government have to play a role in dealing with it,never say never but we will march forward here and i will lean forward here a little bit senator warren were going to get to the gun question here in parkland florida its just north of here in broward county as you know it has created a lot of teenage activism on the gun issue it has inspired a lot of you to come out with more robust plans to deal with guns including assault weapons ban but even if youre able to implement that what do you do about the hundreds of millions of guns already out there and does the federal government have to play a role in dealing with it
549,145,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7.0,Candidates weigh in on healthcare,swalwell im one of those parents,im one of those parents
454,50,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,3.0,Candidates are asked about socialism,diaz balart senator we will get to this we will get to this,balart senator we will get to this we will get to this
621,217,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,8.0,Candidates on how they would address undocumented immigrants,harris well thank you i will say no absolutely not they should not be deported and i actuallythis was one of the very few issues with which i disagreed with the administration with whom i otherwise had a great relationship and a great deal of respect but on the secure communities issue i was attorney general of california i led the second largest department of justice in the united states second only to the united states department of justice in a state of million people and on this issue i disagreed with my president because the policy was to allow deportation of people who by ices own definition were noncriminals so as attorney general and the chief law officer of the state of california i issued a directive to the sheriffs of my state that they did not have to comply with detainers and instead should make decisions based on the best interest of public safety of their community because what i sawand i was tracking it every day i was tracking it and saw thatthat parents people who had not committed a crime even by ices own definition were being deported andbut i have to add a point here the problem with this kind of policy and i know it as a prosecutor,well thank you i will say no absolutely not they should not be deported and i actuallythis was one of the very few issues with which i disagreed with the administration with whom i otherwise had a great relationship and a great deal of respect but on the secure communities issue i was attorney general of california i led the second largest department of justice in the united states second only to the united states department of justice in a state of million people and on this issue i disagreed with my president because the policy was to allow deportation of people who by ices own definition were noncriminals so as attorney general and the chief law officer of the state of california i issued a directive to the sheriffs of my state that they did not have to comply with detainers and instead should make decisions based on the best interest of public safety of their community because what i sawand i was tracking it every day i was tracking it and saw thatthat parents people who had not committed a crime even by ices own definition were being deported andbut i have to add a point here the problem with this kind of policy and i know it as a prosecutor
629,225,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,8.0,Candidates on how they would address undocumented immigrants,harris to be able to do that,to be able to do that
285,285,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,19.0,LGBTQ,todd thirty seconds senator,thirty seconds senator
747,343,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,14.0,Candidates on bridging the partisan divide and working with Mitch McConnell,gillibrand imagine their voices carryingfarther and wider than,imagine their voices carryingfarther and wider than
835,431,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,19.0,Candidates on what their first issue would be if elected,bennet climate change and the lack of economic mobility bernie talks about,climate change and the lack of economic mobility bernie talks about
345,345,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,21.0,Biggest Geopolitical Threat,todd all right well thank you for that wide variety of answers and i mean that no i mean that in thats what this debate is about this is the best part of a debate like this congressman orourke special counsel robert muellers report outlines multiple instances of potential criminal behavior by president trump house speaker pelosi has publicly and privately resisted any move toward impeachment in the house if the house chooses not to impeach as president would you do anything to address the potential crimes that were outlined in mr muellers report,all right well thank you for that wide variety of answers and i mean that no i mean that in thats what this debate is about this is the best part of a debate like this congressman orourke special counsel robert muellers report outlines multiple instances of potential criminal behavior by president trump house speaker pelosi has publicly and privately resisted any move toward impeachment in the house if the house chooses not to impeach as president would you do anything to address the potential crimes that were outlined in mr muellers report
644,240,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,8.0,Candidates on how they would address undocumented immigrants,bennet turned the border of the united states into a symbol of nativist hostility that the whole world is looking at when what we should be represented by is,turned the border of the united states into a symbol of nativist hostility that the whole world is looking at when what we should be represented by is
384,384,6/26/2019,Democrat,"Miami, Florida",RYAN,Candidate,23.0,Closing Statements,ryan i will only promise you one thing when i walk into that oval office every morning you will not be forgotten,i will only promise you one thing when i walk into that oval office every morning you will not be forgotten
921,517,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,21.0,Candidates on the first relationship they would reset as president,todd okay,okay
922,518,6/27/2019,Democrat,"Miami, Florida",HICKENLOOPER,Candidate,21.0,Candidates on the first relationship they would reset as president,hickenlooper because if we are going to do deal withdeal with public health pandemics and we are going to deal with,because if we are going to do deal withdeal with public health pandemics and we are going to deal with
964,560,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,23.0,Their closing statements,holt thank you governor hickenlooper,thank you governor hickenlooper
849,445,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,19.0,Candidates on what their first issue would be if elected,sanders we need a political revolution people have got to stand up and take on the special interests we can transform this country,we need a political revolution people have got to stand up and take on the special interests we can transform this country
614,210,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8.0,Candidates on how they would address undocumented immigrants,diazbalart thank you,thank you
809,405,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,17.0,On whether partisan gridlock would disappear,williamson and the fact,and the fact
536,132,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,7.0,Candidates weigh in on healthcare,bennet i believe that will get us the quickest way there and i bought the vice president was very moving about this and mayor pete as well i had prostate cancer recently as you may know and that is why i was a little late getting in the race these same week my kid had her appendectomy out and i feel very strongly that families ought to be able to have this choice i think that is what the american people want i believe it will get us there quickly there are millions of people in america that do not have health insurance today because they cantthey are too wealthy wealthy they make too much money to be on medicaid they cant afford health insurance when senator sanders says that canada is single payer there are million people in canada there are million people in the united states easily the number of people on a public option it could easily be million and for them it would be medicare for all as mayor buttigieg says but for others that want to keep it they should be able to keep it and i think that will be the fastest way to get where we need to go also i will say bernie is a very honest person he has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic except insurance for i guess thats where plastic surgery everything else is banned under the medicare for all proposal,i believe that will get us the quickest way there and i bought the vice president was very moving about this and mayor pete as well i had prostate cancer recently as you may know and that is why i was a little late getting in the race these same week my kid had her appendectomy out and i feel very strongly that families ought to be able to have this choice i think that is what the american people want i believe it will get us there quickly there are millions of people in america that do not have health insurance today because they cantthey are too wealthy wealthy they make too much money to be on medicaid they cant afford health insurance when senator sanders says that canada is single payer there are million people in canada there are million people in the united states easily the number of people on a public option it could easily be million and for them it would be medicare for all as mayor buttigieg says but for others that want to keep it they should be able to keep it and i think that will be the fastest way to get where we need to go also i will say bernie is a very honest person he has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic except insurance for i guess thats where plastic surgery everything else is banned under the medicare for all proposal
604,200,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8.0,Candidates on how they would address undocumented immigrants,diazbalart vice president,vice president
278,278,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,18.0,Climate Change,todd ok thank you very much,ok thank you very much
255,255,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,18.0,Climate Change,todd thirty seconds secretary castro does who pays for the mitigation to to climate whether its building sea walls for people that are perhaps living in places that they shouldnt be living is this a federal government issue that needs to do that do they have to move these people what do you do about that where maybe theyre building a place someplace that isnt safe who pays to build that house and how much should the government be bailing them out,thirty seconds secretary castro does who pays for the mitigation to to climate whether its building sea walls for people that are perhaps living in places that they shouldnt be living is this a federal government issue that needs to do that do they have to move these people what do you do about that where maybe theyre building a place someplace that isnt safe who pays to build that house and how much should the government be bailing them out
34,34,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,4.0,breaking up of tech companies,booker we need to have someone thats a champion for them,we need to have someone thats a champion for them
418,14,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,,Biden addresses income inequality,biden what i meant by that is look donald trump thinks wall street built america ordinary middleclass americans built america my dad used to have an expression he said joe a job is about a lot more than a paycheck its about your dignity its about respect its being able to look your kid in the eye and say everythings going to be okay too many people who are in the middle class and poor have had the bottom fall out under this proposal what i am saying is that weve got to be straightforward we have to make sure we understand that to return dignity to the middle class they have to have insurance that is covered and they can afford it they have to make sure that we inaudible situation where theres continuing education and they are able to pay for it and they have to make sure that they are able to breathe air that isisis clean and theythey have water that they can drink look donald trump has put us in a horrible situation we do have enormous income inequality and one thing i agree honestly can make massive cuts in the trillion in tax loopholes out there and i would be going about eliminating donald trumps tax cuts for the wealthy,what i meant by that is look donald trump thinks wall street built america ordinary middleclass americans built america my dad used to have an expression he said joe a job is about a lot more than a paycheck its about your dignity its about respect its being able to look your kid in the eye and say everythings going to be okay too many people who are in the middle class and poor have had the bottom fall out under this proposal what i am saying is that weve got to be straightforward we have to make sure we understand that to return dignity to the middle class they have to have insurance that is covered and they can afford it they have to make sure that we inaudible situation where theres continuing education and they are able to pay for it and they have to make sure that they are able to breathe air that isisis clean and theythey have water that they can drink look donald trump has put us in a horrible situation we do have enormous income inequality and one thing i agree honestly can make massive cuts in the trillion in tax loopholes out there and i would be going about eliminating donald trumps tax cuts for the wealthy
595,191,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,8.0,Candidates on how they would address undocumented immigrants,gillibrand well one of the worst things about president trump that he has done to this country is he has torn apart the moral fabric of who we are when he started separating children at the border from their parents the fact that seven children have died in his custody the fact that dozens of children have been separated from their parents and they have no plan to reunite them so i would do a few things first i would fight for comprehensive immigration reform with a pathway to citizenship second i would reform how we treat asylumseekers at the border i would have a communitybased treatment center where you are doing it within the communities where asylumseekers are given lawyers where there is real immigration judges not employees of the atty gen but appointed for life and have a communitybased system i would fund borders security but the worst thing president trump has done is he has diverted the funds away from crossborder terrorism crossborder human trafficking drug trafficking and gun trafficking and he is given that money to the forprofit prisons i would not be spending money in for profit prisons,well one of the worst things about president trump that he has done to this country is he has torn apart the moral fabric of who we are when he started separating children at the border from their parents the fact that seven children have died in his custody the fact that dozens of children have been separated from their parents and they have no plan to reunite them so i would do a few things first i would fight for comprehensive immigration reform with a pathway to citizenship second i would reform how we treat asylumseekers at the border i would have a communitybased treatment center where you are doing it within the communities where asylumseekers are given lawyers where there is real immigration judges not employees of the atty gen but appointed for life and have a communitybased system i would fund borders security but the worst thing president trump has done is he has diverted the funds away from crossborder terrorism crossborder human trafficking drug trafficking and gun trafficking and he is given that money to the forprofit prisons i would not be spending money in for profit prisons
938,534,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,21.0,Candidates on the first relationship they would reset as president,gillibrand president trump is hellbent on starting a war with iran my first act will be to engage iran to stabilize the middle east and make sure we do not start an unwanted neverending war,president trump is hellbent on starting a war with iran my first act will be to engage iran to stabilize the middle east and make sure we do not start an unwanted neverending war
870,466,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20.0,Candidates on gun control,maddow congressman swalwell among this field of candidates you have a unique position on gun reform youre proposing that the government should buy back every assault weapon in america and it should be mandator how do you envision that working especially in states where gun rights are a flashpoint,congressman swalwell among this field of candidates you have a unique position on gun reform youre proposing that the government should buy back every assault weapon in america and it should be mandator how do you envision that working especially in states where gun rights are a flashpoint
166,166,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13.0,Iran Nuclear Deal,holt were going to were going to talk about iran right now because were working against the clock tankers have been attacked a us drone has been shot down there have been disturbing threats issued by both the us and iranian leadership id like if you can just for a moment to put aside how you think we may have gotten here but what i want to know is how do you dial it back so a show of hands who as president would sign on to the nuclear deal as it was originally negotiated thats every well senator booker why not,were going to were going to talk about iran right now because were working against the clock tankers have been attacked a us drone has been shot down there have been disturbing threats issued by both the us and iranian leadership id like if you can just for a moment to put aside how you think we may have gotten here but what i want to know is how do you dial it back so a show of hands who as president would sign on to the nuclear deal as it was originally negotiated thats every well senator booker why not
341,341,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,21.0,Biggest Geopolitical Threat,todd congressman ryan,congressman ryan
389,389,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,23.0,Closing Statements,maddow congresswoman thank you,congresswoman thank you
118,118,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart mayor,mayor
11,11,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,1.0,Economy,guthrie all right so with that business out of the way we want to get to it and well start this evening with senator elizabeth warren senator good evening to you,all right so with that business out of the way we want to get to it and well start this evening with senator elizabeth warren senator good evening to you
623,219,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,8.0,Candidates on how they would address undocumented immigrants,harris i want a rape victim to be able to run in the middle,i want a rape victim to be able to run in the middle
945,541,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,22.0,Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war,maddow senator sanders seconds,senator sanders seconds
560,156,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,7.0,Candidates weigh in on healthcare,gillibrand with all due respect,with all due respect
478,74,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",buttigieg im all for,im all for
808,404,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17.0,On whether partisan gridlock would disappear,todd just trust us on this,just trust us on this
519,115,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt let melet me turn to senator sanders senator sanders you have basicallyyou basically want to scrap the private health insurance system as we know it and replace it with a government run plan none of the states that have tried something like that california vermont new york has struggled with it have been successful if politicians cant make it work in those states how would you implement it on a national level how does this work,let melet me turn to senator sanders senator sanders you have basicallyyou basically want to scrap the private health insurance system as we know it and replace it with a government run plan none of the states that have tried something like that california vermont new york has struggled with it have been successful if politicians cant make it work in those states how would you implement it on a national level how does this work
801,397,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,17.0,On whether partisan gridlock would disappear,sanders is crosstalk the solution,is crosstalk the solution
666,262,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,11.0,Mayor Buttigieg speaks out on civil rights and the shooting in his hometown,maddow thank you mr mayor,thank you mr mayor
592,188,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,8.0,Candidates on how they would address undocumented immigrants,williamson yes what donald trump has done to these children and its not just in colorado governor youre rightit is kidnapping and its extremely important for us to realize that if you forcibly take a child from their parents arms you are kidnapping them and if you take a lot of children and you put them in a detainment center thus inflicting chronic trauma upon them thats called child abuse this is collective child abuse,yes what donald trump has done to these children and its not just in colorado governor youre rightit is kidnapping and its extremely important for us to realize that if you forcibly take a child from their parents arms you are kidnapping them and if you take a lot of children and you put them in a detainment center thus inflicting chronic trauma upon them thats called child abuse this is collective child abuse
383,383,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,23.0,Closing Statements,todd thank you congressman,thank you congressman
573,169,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7.0,Candidates weigh in on healthcare,biden yes,yes
342,342,6/26/2019,Democrat,"Miami, Florida",RYAN,Candidate,21.0,Biggest Geopolitical Threat,ryan china without a question theyre wiping us around the world economically,china without a question theyre wiping us around the world economically
539,135,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt senator sanders inaudible,senator sanders inaudible
90,90,6/26/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,9.0,Abortion,unknown thats a false claim,thats a false claim
695,291,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,12.0,Sen. Harris dramatically confronts Biden on his civil rights record,harris do you agree,do you agree
358,358,6/26/2019,Democrat,"Miami, Florida",MADDOW,Candidate,22.0,Impeachment,maddow congressman thank you your time is up,congressman thank you your time is up
939,535,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,21.0,Candidates on the first relationship they would reset as president,todd senator bennet quickly,senator bennet quickly
362,362,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,22.0,Impeachment,klobuchar but if we let the republicans run our elections and if do not do something about russian interference in the election and we let mitch mcconnell stop all the backup paper ballots then were not going to get what we want to do,but if we let the republicans run our elections and if do not do something about russian interference in the election and we let mitch mcconnell stop all the backup paper ballots then were not going to get what we want to do
744,340,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,14.0,Candidates on bridging the partisan divide and working with Mitch McConnell,todd thank you,thank you
494,90,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders thats the issue,thats the issue
173,173,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,13.0,Iran Nuclear Deal,holt congresswoman gabbard congresswoman gabbard youve said you would sign back on to the deal would you would you insist though that it address irans support for hezbollah,congresswoman gabbard congresswoman gabbard youve said you would sign back on to the deal would you would you insist though that it address irans support for hezbollah
154,154,6/26/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,12.0,Undocumented Immigrants,guthrie senator,senator
846,442,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19.0,Candidates on what their first issue would be if elected,todd im not saying theres only one or two,im not saying theres only one or two
204,204,6/26/2019,Democrat,"Miami, Florida",TODD,Moderator,15.0,Guns,todd thank you senator senator booker you have a program,thank you senator senator booker you have a program
109,109,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart senator booker what would you do on day one and this is a situation that the next president will inherit,senator booker what would you do on day one and this is a situation that the next president will inherit
656,252,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,10.0,Chuck Todd and Rachel Maddow take over without major technical difficulties,holt welcome back to the presidential democratic debates at our center in miami,welcome back to the presidential democratic debates at our center in miami
895,491,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20.0,Candidates on gun control,swalwell but youre going to be the government,but youre going to be the government
628,224,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8.0,Candidates on how they would address undocumented immigrants,diazbalart senator,senator
74,74,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt ive let this ive let this play out a little bit because im fascinated to hear the daylight between you congresswoman gabbard why dont you weigh in here,ive let this ive let this play out a little bit because im fascinated to hear the daylight between you congresswoman gabbard why dont you weigh in here
654,250,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,9.0,Yang and Mayor Buttigieg on concerns about China,buttigieg at home,at home
488,84,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",unknown yeah,yeah
937,533,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,21.0,Candidates on the first relationship they would reset as president,todd senator gillibrand,senator gillibrand
706,302,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,12.0,Sen. Harris dramatically confronts Biden on his civil rights record,harris history where states fail to preserve the civil rights of all people,history where states fail to preserve the civil rights of all people
