RowID,row_info,Date,party,Location,speaker,speaker_info,Question,topic,discourse_with_names,text
65,65,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,8.0,Healthcare,orourke no i think the choice is fundamental to our ability to get everybody cared for,no i think the choice is fundamental to our ability to get everybody cared for
66,66,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,8.0,Healthcare,de blasio wait wait wait congressman orourke congressman orourke private insurance is not working for tens of millions of americans when you talk about the copays the deductibles the premiums the out of pocket expenses its not working how can you defend a system thats not working,blasio wait wait wait congressman orourke congressman orourke private insurance is not working for tens of millions of americans when you talk about the copays the deductibles the premiums the out of pocket expenses its not working how can you defend a system thats not working
67,67,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,8.0,Healthcare,orourke thats right so for those for whom its not working they can choose medicare for the,thats right so for those for whom its not working they can choose medicare for the
68,68,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,8.0,Healthcare,de blasio congressman,blasio congressman
69,69,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,8.0,Healthcare,orourke who i listen to,who i listen to
70,70,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,8.0,Healthcare,de blasio youve got to start by acknowledging the system is not working for people,blasio youve got to start by acknowledging the system is not working for people
71,71,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,8.0,Healthcare,orourke theyre able to keep them,theyre able to keep them
72,72,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,8.0,Healthcare,de blasio why are you defending private insurance to begin with,blasio why are you defending private insurance to begin with
73,73,6/26/2019,Democrat,"Miami, Florida",DELANEY,Candidate,8.0,Healthcare,delaney million americans say they like their private health insurance by the way it should be noted that million americans i mean i think we should be the party that keeps whats working and fixes whats broken i mean doesnt that make sense i mean we should give everyone in this country health care as a basic human right for free full stop but we should also give them the option to buy private insurance why do we have to stand for taking away something from people and also its bad policy if you go to every hospital in this country and you ask them one question which is how would it have been for you last year if every one of your bills were paid at the medicare rate every single hospital administrator said they would close and the medicare for all bill requires payments to stay at current medicare rates so to some extent were supporting a bill that will have every hospital closing i mean my dad was a union electrician right i actually grew up in a workingclass family he loved the health care that the ibew gave him and i just always think about my dad in anything i would do from a policy perspective hed look at me and hed say good job john for getting health care for every american but why are you taking my health care away,million americans say they like their private health insurance by the way it should be noted that million americans i mean i think we should be the party that keeps whats working and fixes whats broken i mean doesnt that make sense i mean we should give everyone in this country health care as a basic human right for free full stop but we should also give them the option to buy private insurance why do we have to stand for taking away something from people and also its bad policy if you go to every hospital in this country and you ask them one question which is how would it have been for you last year if every one of your bills were paid at the medicare rate every single hospital administrator said they would close and the medicare for all bill requires payments to stay at current medicare rates so to some extent were supporting a bill that will have every hospital closing i mean my dad was a union electrician right i actually grew up in a workingclass family he loved the health care that the ibew gave him and i just always think about my dad in anything i would do from a policy perspective hed look at me and hed say good job john for getting health care for every american but why are you taking my health care away
74,74,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt ive let this ive let this play out a little bit because im fascinated to hear the daylight between you congresswoman gabbard why dont you weigh in here,ive let this ive let this play out a little bit because im fascinated to hear the daylight between you congresswoman gabbard why dont you weigh in here
75,75,6/26/2019,Democrat,"Miami, Florida",GABBARD,Candidate,8.0,Healthcare,gabbard i think were talking about this in the wrong way youre talking about one bill over another bill really what were talking about is our objective making sure that every single sick american in this country is able to get the health care that they need i believe medicare for all is the way to do that i also think that employers will recognize how much money will be saved by supporting a medicare for all program a program that will reduce the administrative costs reduce the bureaucratic costs and make sure that everyone gets that quality health care that they need i also think that,i think were talking about this in the wrong way youre talking about one bill over another bill really what were talking about is our objective making sure that every single sick american in this country is able to get the health care that they need i believe medicare for all is the way to do that i also think that employers will recognize how much money will be saved by supporting a medicare for all program a program that will reduce the administrative costs reduce the bureaucratic costs and make sure that everyone gets that quality health care that they need i also think that
76,76,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt senator,senator
77,77,6/26/2019,Democrat,"Miami, Florida",GABBARD,Candidate,8.0,Healthcare,gabbard if you if you look at other countries in the world who have universal health care every one of them has some form of a role of private insurance so i think thats what weve got to look at taking the best of these ideas but making sure unequivocally that no sick american goes without getting the care that they need regardless of how much or little money they have in their pocket,if you if you look at other countries in the world who have universal health care every one of them has some form of a role of private insurance so i think thats what weve got to look at taking the best of these ideas but making sure unequivocally that no sick american goes without getting the care that they need regardless of how much or little money they have in their pocket
78,78,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt congresswoman congresswoman thanks,congresswoman congresswoman thanks
79,79,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt let me turn to senator booker on this senator booker explain to me where you are this is hugely important to people so tell us where you are,let me turn to senator booker on this senator booker explain to me where you are this is hugely important to people so tell us where you are
80,80,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,8.0,Healthcare,booker i absolutely will first of all were talking about this as a health care issue but in communities like mine lowincome communities its an education issue because kids who dont have health care are not going to succeed in school it is an issue for jobs and employment because people who do not have good health care do not succeed at work its even a retirement issue because in my community africanamericans have a lower life expectancy because of poorer health care and so where i stand is very clear health care its not just a human right it should be an american right and i believe the best way to get there is medicare for all but i have an urgency about this when i am president of the united states im not going to wait we have to do the things immediately that are going to provide better care and on this debate im sorry there are too many people profiteering off of the pain of people in america from pharmaceutical companies to insurers literally the overhead for insurance that they charge is percent while medicares overhead is only at percent we can do this better and every single day i will be fighting to give people more access and more affordable costs until we get to my goal,i absolutely will first of all were talking about this as a health care issue but in communities like mine lowincome communities its an education issue because kids who dont have health care are not going to succeed in school it is an issue for jobs and employment because people who do not have good health care do not succeed at work its even a retirement issue because in my community africanamericans have a lower life expectancy because of poorer health care and so where i stand is very clear health care its not just a human right it should be an american right and i believe the best way to get there is medicare for all but i have an urgency about this when i am president of the united states im not going to wait we have to do the things immediately that are going to provide better care and on this debate im sorry there are too many people profiteering off of the pain of people in america from pharmaceutical companies to insurers literally the overhead for insurance that they charge is percent while medicares overhead is only at percent we can do this better and every single day i will be fighting to give people more access and more affordable costs until we get to my goal
81,81,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt your time is up senator,your time is up senator
82,82,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,8.0,Healthcare,booker which is every american having health care,which is every american having health care
83,83,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt time is up senator i want to,time is up senator i want to
84,84,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt i want to move back if i can to congresswoman gabbard,i want to move back if i can to congresswoman gabbard
85,85,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,8.0,Healthcare,warren point though and that is that the insurance companies last year alone sucked billion in profits out of the health care system billion and that doesnt count the money that was paid to executives the money that was spent lobbying washington we have a giant industry that wants our health care system to stay the way it is because its not working for families but its sure as heck working for them,point though and that is that the insurance companies last year alone sucked billion in profits out of the health care system billion and that doesnt count the money that was paid to executives the money that was spent lobbying washington we have a giant industry that wants our health care system to stay the way it is because its not working for families but its sure as heck working for them
86,86,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,8.0,Healthcare,warren its time for us to make families come first,its time for us to make families come first
87,87,6/26/2019,Democrat,"Miami, Florida",INSLEE,Candidate,9.0,Abortion,inslee it should not be an option in the united states of america for any insurance company to deny a woman coverage for their exercise of their right of choice and i am the only candidate here who has passed a law protecting a womans right of reproductive health in health insurance and im the only candidate who has passed a public option and i respect everybodys goals and plans here but we do have one candidate thats actually advanced the ball and weve got to have access for everyone ive done it as a public option,it should not be an option in the united states of america for any insurance company to deny a woman coverage for their exercise of their right of choice and i am the only candidate here who has passed a law protecting a womans right of reproductive health in health insurance and im the only candidate who has passed a public option and i respect everybodys goals and plans here but we do have one candidate thats actually advanced the ball and weve got to have access for everyone ive done it as a public option
88,88,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,9.0,Abortion,holt your time,your time
89,89,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,9.0,Abortion,holt senator klobuchar i want to get you,senator klobuchar i want to get you
90,90,6/26/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,9.0,Abortion,unknown thats a false claim,thats a false claim
91,91,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,9.0,Abortion,holt i am fascinated by this senator senator klobuchar,i am fascinated by this senator senator klobuchar
92,92,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,9.0,Abortion,klobuchar i just want to say theres three women up here that have fought pretty hard for a womans right to choose ill start with that and then i just want to make very clear i think we share the goal of universal health care and the idea i put out there the public option which the governor was just talking about this idea is that you use medicare or medicaid without any insurance companies involved you can do it either way and the estimates are million people would see a reduction in their premiums more million people would get covered so i think it is a beginning and the way you start and the way you move to universal health care,i just want to say theres three women up here that have fought pretty hard for a womans right to choose ill start with that and then i just want to make very clear i think we share the goal of universal health care and the idea i put out there the public option which the governor was just talking about this idea is that you use medicare or medicaid without any insurance companies involved you can do it either way and the estimates are million people would see a reduction in their premiums more million people would get covered so i think it is a beginning and the way you start and the way you move to universal health care
93,93,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,10.0,Abortion,holt secretary castro this one is for you all of you on stage support a womans right to an abortion you all support some version of a government health care option would your plan cover abortion mr secretary,secretary castro this one is for you all of you on stage support a womans right to an abortion you all support some version of a government health care option would your plan cover abortion mr secretary
94,94,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,10.0,Abortion,castro yes it would i dont believe only in reproductive freedom i believe in reproductive justice and you know what that means is that just because a woman or lets also not forget someone in the trans community a trans female is poor doesnt mean they shouldnt have the right to exercise that right to choose and so i absolutely would cover the right to have an abortion more than that everybody in this crowd and watching at home knows that in our country today a persons right to choose is under assault in places like missouri in alabama in georgia i would appoint judges to the federal bench that understand the precedent of roe v wade and will respect it and in addition to that make sure that we fight hard as we transition our health care system to one where everybody can get and exercise that right,yes it would i dont believe only in reproductive freedom i believe in reproductive justice and you know what that means is that just because a woman or lets also not forget someone in the trans community a trans female is poor doesnt mean they shouldnt have the right to exercise that right to choose and so i absolutely would cover the right to have an abortion more than that everybody in this crowd and watching at home knows that in our country today a persons right to choose is under assault in places like missouri in alabama in georgia i would appoint judges to the federal bench that understand the precedent of roe v wade and will respect it and in addition to that make sure that we fight hard as we transition our health care system to one where everybody can get and exercise that right
95,95,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,10.0,Abortion,holt senator warren would you put limits on any limits on abortion,senator warren would you put limits on any limits on abortion
96,96,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,10.0,Abortion,warren i would make certain that every woman has access to the full range of reproductive health care services and that includes birth control it includes abortion it includes everything for a woman and i want to add on that its not enough for us to expect the courts to protect us fortyseven years ago roe v wade was decided and weve all looked to the courts all that time as state after state has undermined roe has put in exceptions has come right up to the edge of taking away protections,i would make certain that every woman has access to the full range of reproductive health care services and that includes birth control it includes abortion it includes everything for a woman and i want to add on that its not enough for us to expect the courts to protect us fortyseven years ago roe v wade was decided and weve all looked to the courts all that time as state after state has undermined roe has put in exceptions has come right up to the edge of taking away protections
97,97,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,10.0,Abortion,holt your time is up senator,your time is up senator
98,98,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,10.0,Abortion,warren we now have an america where most people support roe v wade we need to make that a federal law,we now have an america where most people support roe v wade we need to make that a federal law
99,99,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,11.0,Opiod Crisis,diazbalart lester thank you senator booker i want to kind of come back on a discussion we were having about health and the opioid crisis you represent a state where of the largest pharmaceutical companies are based should pharmaceutical companies that manufacture these drugs be held criminally liable for what they do,lester thank you senator booker i want to kind of come back on a discussion we were having about health and the opioid crisis you represent a state where of the largest pharmaceutical companies are based should pharmaceutical companies that manufacture these drugs be held criminally liable for what they do
100,100,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,11.0,Opiod Crisis,booker they should absolutely be held criminally liable because they are liable and responsible this is one of the reasons why well before i was running for president i said i would not take contributions from pharma companies not take contributions from corporate pacs or pharma executives because they are part of this problem and this opioid addiction in our country we in cities like mine have been seeing how weve tried to arrest our way out of addiction for too long it is time that we have a national urgency to deal with this problem and make the solutions that are working to actually be the law of our land and make the pharmaceutical companies that are responsible help to pay for that,they should absolutely be held criminally liable because they are liable and responsible this is one of the reasons why well before i was running for president i said i would not take contributions from pharma companies not take contributions from corporate pacs or pharma executives because they are part of this problem and this opioid addiction in our country we in cities like mine have been seeing how weve tried to arrest our way out of addiction for too long it is time that we have a national urgency to deal with this problem and make the solutions that are working to actually be the law of our land and make the pharmaceutical companies that are responsible help to pay for that
101,101,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,11.0,Opiod Crisis,diazbalart congressman orourke how would you deal with it,congressman orourke how would you deal with it
102,102,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,11.0,Opiod Crisis,orourke tonight in this country you have million of our fellow americans behind bars its the largest prison population on the face of the planet many are there for nonviolent drug crimes including possession of marijuana at a time that more than half the states have legalized it or decriminalized it and yet despite what purdue pharma has done their connection to the opioid crisis and the overdose deaths that were seeing throughout this country theyve been able to act with complete impunity and pay no consequences not a single night in jail unless theres accountability and justice this crisis will continue in my administration we will hold them to account we will make sure that they pay a price and we will help those whove been victims of this malfeasance in this country get them treatment and longterm care,tonight in this country you have million of our fellow americans behind bars its the largest prison population on the face of the planet many are there for nonviolent drug crimes including possession of marijuana at a time that more than half the states have legalized it or decriminalized it and yet despite what purdue pharma has done their connection to the opioid crisis and the overdose deaths that were seeing throughout this country theyve been able to act with complete impunity and pay no consequences not a single night in jail unless theres accountability and justice this crisis will continue in my administration we will hold them to account we will make sure that they pay a price and we will help those whove been victims of this malfeasance in this country get them treatment and longterm care
103,103,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,11.0,Opiod Crisis,holt i know immigration is on a lot of your minds here and i want to talk about it were going to talk about it in a moment we need to take a break well be back with more from miami after this,i know immigration is on a lot of your minds here and i want to talk about it were going to talk about it in a moment we need to take a break well be back with more from miami after this
104,104,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart we want to turn to an issue that has been in the news especially this week there are undocumented children being held alone in detention even as close as homestead florida right here less than miles from where we are tonight fathers and mothers and children are dying while trying to enter the united states of america we saw that image today that broke our hearts and they had names oscar martinez and his monthold daughter valeria died trying to cross the river to ask for asylum in this country last month more than migrants were apprehended at the southern border secretary castro if you were president today hoy what would you specifically do,we want to turn to an issue that has been in the news especially this week there are undocumented children being held alone in detention even as close as homestead florida right here less than miles from where we are tonight fathers and mothers and children are dying while trying to enter the united states of america we saw that image today that broke our hearts and they had names oscar martinez and his monthold daughter valeria died trying to cross the river to ask for asylum in this country last month more than migrants were apprehended at the southern border secretary castro if you were president today hoy what would you specifically do
105,105,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro thank you very much jose im very proud that in april i became the first candidate to put forward a comprehensive immigration plan and we saw those images watching that image of oscar and his daughter valeria is heartbreaking it should also piss us all off if i were president today and it should spur us to action if i were president today i would sign an executive order that would get rid of trumps zerotolerance policy the remain in mexico policy and the metering policy this metering policy is basically what prompted oscar and valeria to make that risky swim across the river they had been playing games with people who are coming and trying to seek asylum at our ports of entry oscar and valeria went to a port of entry and then they were denied the ability to make an asylum claim so they got frustrated and they tried to cross the river and they died because of that,thank you very much jose im very proud that in april i became the first candidate to put forward a comprehensive immigration plan and we saw those images watching that image of oscar and his daughter valeria is heartbreaking it should also piss us all off if i were president today and it should spur us to action if i were president today i would sign an executive order that would get rid of trumps zerotolerance policy the remain in mexico policy and the metering policy this metering policy is basically what prompted oscar and valeria to make that risky swim across the river they had been playing games with people who are coming and trying to seek asylum at our ports of entry oscar and valeria went to a port of entry and then they were denied the ability to make an asylum claim so they got frustrated and they tried to cross the river and they died because of that
106,106,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart on day one sorry im just going to ask,on day one sorry im just going to ask
107,107,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro on day one i would do that executive order that would address metering and then i would follow that up in my first days with immigration reform that would honor asylum claims that would put undocumented immigrants as long as they havent committed a serious crime on a pathway to citizenship and then wed get to the root cause of the issue which is we need a marshall plan for honduras and guatemala and el salvador so that people can find safety and opportunity at home instead of coming to the united states to seek it,on day one i would do that executive order that would address metering and then i would follow that up in my first days with immigration reform that would honor asylum claims that would put undocumented immigrants as long as they havent committed a serious crime on a pathway to citizenship and then wed get to the root cause of the issue which is we need a marshall plan for honduras and guatemala and el salvador so that people can find safety and opportunity at home instead of coming to the united states to seek it
108,108,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart senator booker what would you do on day one and this is a situation that the next president will inherit,senator booker what would you do on day one and this is a situation that the next president will inherit
109,109,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart senator booker what would you do on day one and this is a situation that the next president will inherit,senator booker what would you do on day one and this is a situation that the next president will inherit
110,110,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,12.0,Undocumented Immigrants,booker yes speaking in spanish on day one i will make sure that number one we end the ice policies and the customs and border policies that are violating the human rights when people come to this country they do not leave their human rights at the border number two i will make sure that we reinstate daca that we reinstate pathways to citizenship for daca recipients and to make sure that people that are here on temporary protective status can stay and remain here and then finally we need to make sure that we address the issues that made oscar and valeria come in the first place by making major investments in the northern triangle not like this president is doing by ripping away the resources we need to actually solve this problem we cannot surrender our values and think that were going to get border security we actually will lose security and our values we must fight for both,yes speaking in spanish on day one i will make sure that number one we end the ice policies and the customs and border policies that are violating the human rights when people come to this country they do not leave their human rights at the border number two i will make sure that we reinstate daca that we reinstate pathways to citizenship for daca recipients and to make sure that people that are here on temporary protective status can stay and remain here and then finally we need to make sure that we address the issues that made oscar and valeria come in the first place by making major investments in the northern triangle not like this president is doing by ripping away the resources we need to actually solve this problem we cannot surrender our values and think that were going to get border security we actually will lose security and our values we must fight for both
111,111,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro if i might if i might very briefly and this is an important point you know my plan and im glad to see that senator booker senator warren and governor inslee agree with me on this my plan also includes getting rid of section of the immigration and nationality act to go back to the way we used to treat this when somebody comes across the border not to criminalize desperation to treat that as a civil violation and heres why its important we see all of this horrendous family separation they use that law section to justify under the law separating little children from their families,if i might if i might very briefly and this is an important point you know my plan and im glad to see that senator booker senator warren and governor inslee agree with me on this my plan also includes getting rid of section of the immigration and nationality act to go back to the way we used to treat this when somebody comes across the border not to criminalize desperation to treat that as a civil violation and heres why its important we see all of this horrendous family separation they use that law section to justify under the law separating little children from their families
112,112,6/26/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,12.0,Undocumented Immigrants,unknown thank you,thank you
113,113,6/26/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,12.0,Undocumented Immigrants,unknown jose,jose
114,114,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro and so i want to challenge every single candidate on this stage to support the repeal of section,and so i want to challenge every single candidate on this stage to support the repeal of section
115,115,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart thirty seconds,thirty seconds
116,116,6/26/2019,Democrat,"Miami, Florida",BOOKER,Candidate,12.0,Undocumented Immigrants,booker as my friend here said i agree with him on that issue but folks should understand that the separation of children from families doesnt just go on at our border it happens in our communities as ice are ripping away parents from their american children spouses and the like and are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work we must end those policies as well,as my friend here said i agree with him on that issue but folks should understand that the separation of children from families doesnt just go on at our border it happens in our communities as ice are ripping away parents from their american children spouses and the like and are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work we must end those policies as well
117,117,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,12.0,Undocumented Immigrants,de blasio we have to change the discussion about in this country,blasio we have to change the discussion about in this country
118,118,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart mayor,mayor
119,119,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,12.0,Undocumented Immigrants,de blasio because look at the bottom line here those tragic that tragic photo of those that parent that child and im saying this as a father every american should feel that in their heart every american should say that is not america those are not our values but we have to get under the skin of why we have this crisis in our system because were not being honest about the division thats been fomented in this country the way that american citizens have been told that immigrants somehow created their misery and their pain and their challenges for all the american citizens out there who feel youre falling behind or feel the american dream is not working for you the immigrants didnt do that to you the big corporations did that to you the percent did that to you we need to be the party of working people and that includes a party of immigrants but first we have to tell working people in america who are hurting that were going to be on their side every single time against those big corporations who created this mess to begin with and remind people were all in this together if we dont change that debate that politics thats holding us back we wont get all these reforms people are talking about thats what we need to do as democrats,blasio because look at the bottom line here those tragic that tragic photo of those that parent that child and im saying this as a father every american should feel that in their heart every american should say that is not america those are not our values but we have to get under the skin of why we have this crisis in our system because were not being honest about the division thats been fomented in this country the way that american citizens have been told that immigrants somehow created their misery and their pain and their challenges for all the american citizens out there who feel youre falling behind or feel the american dream is not working for you the immigrants didnt do that to you the big corporations did that to you the percent did that to you we need to be the party of working people and that includes a party of immigrants but first we have to tell working people in america who are hurting that were going to be on their side every single time against those big corporations who created this mess to begin with and remind people were all in this together if we dont change that debate that politics thats holding us back we wont get all these reforms people are talking about thats what we need to do as democrats
120,120,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart if i could im sorry speaking in spanish what would you do congressman day one at the white house,if i could im sorry speaking in spanish what would you do congressman day one at the white house
121,121,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke speaking in spanish we would not turn back valeria and her father oscar we would accept them into this country and follow our own asylum laws we would not build walls we would not put kids in cages in fact we would spare no expense to reunite the families that have been separated already,speaking in spanish we would not turn back valeria and her father oscar we would accept them into this country and follow our own asylum laws we would not build walls we would not put kids in cages in fact we would spare no expense to reunite the families that have been separated already
122,122,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke and we would not criminally prosecute any family who is fleeing violence and persecution,and we would not criminally prosecute any family who is fleeing violence and persecution
123,123,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro repeal of section,repeal of section
124,124,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke we would make sure,we would make sure
125,125,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart secretary let him finish and i will give you,secretary let him finish and i will give you
126,126,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart but let him finish let him finish,but let him finish let him finish
127,127,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke we would not detain any family fleeing violence in fact fleeing the deadliest countries on the face of the planet today we would implement a family case management program so they could be cared for in the community at a fraction of the cost and then we would rewrite our immigration laws in our own image free dreamers forever from any fear of deportation by making them us citizens here in this country invest in solutions in central america work with regional stakeholders so theres no reason to make that mile journey to this country,we would not detain any family fleeing violence in fact fleeing the deadliest countries on the face of the planet today we would implement a family case management program so they could be cared for in the community at a fraction of the cost and then we would rewrite our immigration laws in our own image free dreamers forever from any fear of deportation by making them us citizens here in this country invest in solutions in central america work with regional stakeholders so theres no reason to make that mile journey to this country
128,128,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart thank you secretary ill give you seconds,thank you secretary ill give you seconds
129,129,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro lets be very clear the reason that theyre separating these little children from their families is that theyre using section of that act which criminalizes coming across the border to incarcerate the parents and then separate them some of us on this stage have called to end that section to terminate it some like congressman orourke have not and i want to challenge all of the candidate to do that,lets be very clear the reason that theyre separating these little children from their families is that theyre using section of that act which criminalizes coming across the border to incarcerate the parents and then separate them some of us on this stage have called to end that section to terminate it some like congressman orourke have not and i want to challenge all of the candidate to do that
130,130,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro i just think its a mistake beto i think its a mistake and i think that that if you truly want to change the system that weve got to repeal that section if not,i just think its a mistake beto i think its a mistake and i think that that if you truly want to change the system that weve got to repeal that section if not
131,131,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,12.0,Undocumented Immigrants,diazbalart thank you,thank you
132,132,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro then it might as well be the same policy,then it might as well be the same policy
133,133,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke let me respond to this very briefly as a member of a congress i helped to introduce legislation that would ensure that we dont criminalize those who are seeking asylum and refuge in this country,let me respond to this very briefly as a member of a congress i helped to introduce legislation that would ensure that we dont criminalize those who are seeking asylum and refuge in this country
134,134,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro im not talking about im not talking about the ones that are seeking asylum,im not talking about im not talking about the ones that are seeking asylum
135,135,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke if youre fleeing if youre fleeing desperation then i want to make sure,if youre fleeing if youre fleeing desperation then i want to make sure
136,136,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro im talking about im talking about everybody else,im talking about im talking about everybody else
137,137,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke i want to make sure you are treated with respect,i want to make sure you are treated with respect
138,138,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro im still talking about everybody else,im still talking about everybody else
139,139,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke but youre looking at just one small part of this im talking about a comprehensive rewrite of our immigration laws,but youre looking at just one small part of this im talking about a comprehensive rewrite of our immigration laws
140,140,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro thats not true,thats not true
141,141,6/26/2019,Democrat,"Miami, Florida",OROURKE,Candidate,12.0,Undocumented Immigrants,orourke and if you do that i dont think its asking too much for people to follow our laws when they come to this country,and if you do that i dont think its asking too much for people to follow our laws when they come to this country
142,142,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,12.0,Undocumented Immigrants,castro thats actually not true im talking about millions of folks a lot of folks that are coming are not seeking asylum a lot of them are undocumented immigrants right and you said recently that the reason you didnt want to repeal section was because you were concerned about human trafficking and drug trafficking but let me tell you what section title of the us code title and title already cover human trafficking,thats actually not true im talking about millions of folks a lot of folks that are coming are not seeking asylum a lot of them are undocumented immigrants right and you said recently that the reason you didnt want to repeal section was because you were concerned about human trafficking and drug trafficking but let me tell you what section title of the us code title and title already cover human trafficking
